Chapter,Verse,id,text,url
4,19,4.19,One is understood to be in full knowledge whose every act is devoid of desire for sense gratification. He is said by sages to be a worker whose fruitive action is burned up by the fire of perfect knowledge.,https://asitis.com/4/19.html
4,20,4.2,"Abandoning all attachment to the results of his activities, ever satisfied and independant, he performs no fruitive action, although engaged in all kinds of undertakings.",https://asitis.com/4/20.html
4,21,4.21,"Such a man of understanding acts with mind and intelligence perfectly controlled, gives up all sense of proprietorship over his possessions and acts only for the bare necessities of life. Thus working, he is not affected by sinful reactions.",https://asitis.com/4/21.html
4,22,4.22,"He who is satisfied with gain which comes of its own accord, who is free from duality and does not envy, who is steady both in success and failure, is never entangled, although performing actions.",https://asitis.com/4/22.html
4,23,4.23,The work of a man who is unattached to the modes of material nature and who is fully situated in transcendental knowledge merges entirely into transcendence.,https://asitis.com/4/23.html
4,24,4.24,"A person who is fully absorbed in Krsna consciousness is sure to attain the spiritual kingdom because of his full contribution to spiritual activities, in which the consummation is absolute and that which is offered is of the same spiritual nature.",https://asitis.com/4/24.html
4,25,4.25,"Some yogis perfectly worship the demigods by offering different sacrifices to them, and some of them offer sacrffices in the fire of the Supreme Brahman.",https://asitis.com/4/25.html
4,26,4.26,"Some of them sacrifice the hearing process and the senses in the fire of the controlled mind, and others sacrifice the objects of the senses, such as sound, in the fire of sacrifice.",https://asitis.com/4/26.html
4,27,4.27,"Those who are interested in self-realization, in terms of mind and sense control, offer the functions of all the senses, as well as the vital force [breath], as oblations into the fire of the controlled mind.",https://asitis.com/4/27.html
4,28,4.28,"There are others who, enlightened by sacrificing their material possessions in severe austerities, take strict vows and practice the yoga of eightfold mysticism, and others study the Vedas for the advancement of transcendental knowledge.",https://asitis.com/4/28.html
4,29,4.29,"And there are even others who are inclined to the process of breath restraint to remain in trance, and they practice stopping the movement of the outgoing breath into the incoming, and incoming breath into the outgoing, and thus at last remain in trance, stopping all breathing. Some of them, curtailing the eating process, offer the outgoing breath into itself, as a sacrifice.",https://asitis.com/4/29.html
4,30,4.3,"All these performers who know the meaning of sacrifice become cleansed of sinful reaction, and, having tasted the nectar of the remnants of such sacrifice, they go to the supreme eternal atmosphere.",https://asitis.com/4/30.html
4,31,4.31,"O best of the Kuru dynasty, without sacrifice one can never live happily on this planet or in this life: what then of the next?",https://asitis.com/4/31.html
4,32,4.32,"All these different types of sacrifice are approved by the Vedas, and all of them are born of different types of work. Knowing them as such, you will become liberated.",https://asitis.com/4/32.html
4,33,4.33,"O chastiser of the enemy, the sacrifice of knowledge is greater than the sacrifice of material possessions. O son of Prtha, after all, the sacrifice of work culminates in transcendental knowledge.",https://asitis.com/4/33.html
4,34,4.34,Just try to learn the truth by approaching a spiritual master. Inquire from him submissively and render service unto him. The self-realized soul can impart knowledge unto you because he has seen the truth.,https://asitis.com/4/34.html
4,35,4.35,"And when you have thus learned the truth, you will know that all living beings are but part of Me—and that they are in Me, and are Mine.",https://asitis.com/4/35.html
4,36,4.36,"Even if you are considered to be the most sinful of all sinners, when you are situated in the boat of transcendental knowledge, you will be able to cross over the ocean of miseries.",https://asitis.com/4/36.html
4,37,4.37,"As the blazing fire turns firewood to ashes, O Arjuna, so does the fire of knowledge burn to ashes all reactions to material activities.",https://asitis.com/4/37.html
4,38,4.38,"In this world, there is nothing so sublime and pure as transcendental knowledge. Such knowledge is the mature fruit of all mysticism. And one who has achieved this enjoys the self within himself in due course of time.",https://asitis.com/4/38.html
4,39,4.39,A faithful man who is absorbed in transcendental knowledge and who subdues his senses quickly attains the supreme spiritual peace.,https://asitis.com/4/39.html
4,40,4.4,But ignorant and faithless persons who doubt the revealed scriptures do not attain God consciousness. For the doubting soul there is happiness neither in this world nor in the next.,https://asitis.com/4/40.html
4,41,4.41,"Therefore, one who has renounced the fruits of his action, whose doubts are destroyed by transcendental knowledge, and who is situated firmly in the self, is not bound by works, O conqueror of riches.",https://asitis.com/4/41.html
4,42,4.42,"Therefore the doubts which have arisen in your heart out of ignorance should be slashed by the weapon of knowledge. Armed with yoga, O Bharata, stand and fight.",https://asitis.com/4/42.html
5,1,5.1,"Arjuna said: O Krsna, first of all You ask me to renounce work, and then again You recommend work with devotion. Now will You kindly tell me definitely which of the two is more beneficial?",https://asitis.com/5/1.html
5,2,5.2,"The Blessed Lord said: The renunciation of work and work in devotion are both good for liberation. But, of the two, work in devotional service is better than renunciation of works.",https://asitis.com/5/2.html
5,3,5.3,"One who neither hates nor desires the fruits of his activities is known to be always renounced. Such a person, liberated from all dualities, easily overcomes material bondage and is completely liberated, O mighty-armed Arjuna.",https://asitis.com/5/3.html
5,4,5.4,Only the ignorant speak of karma-yoga and devotional service as being different from the analytical study of the material world [sankhya]. Those who are actually learned say that he who applies himself well to one of these paths achieves the results of both.,https://asitis.com/5/4.html
5,5,5.5,"One who knows that the position reached by means of renunciation can also be attained by works in devotional service and who therefore sees that the path of works and the path of renunciation are one, sees things as they are.",https://asitis.com/5/5.html
5,6,5.6,"Unless one is engaged in the devotional service of the Lord, mere renunciation of activities cannot make one happy. The sages, purified by works of devotion, achieve the Supreme without delay.",https://asitis.com/5/6.html
5,7,5.7,"One who works in devotion, who is a pure soul, and who controls his mind and senses, is dear to everyone, and everyone is dear to him. Though always working, such a man is never entangled.",https://asitis.com/5/7.html
5,44447,5.8-9,"A person in the divine consciousness, although engaged in seeing, hearing, touching, smelling, eating, moving about, sleeping, and breathing, always knows within himself that he actually does nothing at all. Because while speaking, evacuating, receiving, opening or closing his eyes, he always knows that only the material senses are engaged with their objects and that he is aloof from them.",https://asitis.com/5/8-9.html
5,10,5.1,"One who performs his duty without attachment, surrendering the results unto the Supreme God, is not affected by sinful action, as the lotus leaf is untouched by water.",https://asitis.com/5/10.html
5,11,5.11,"The yogis, abandoning attachment, act with body, mind, intelligence, and even with the senses, only for the purpose of purification.",https://asitis.com/5/11.html
5,12,5.12,"The steadily devoted soul attains unadulterated peace because he offers the result of all activities to Me; whereas a person who is not in union with the Divine, who is greedy for the fruits of his labor, becomes entangled.",https://asitis.com/5/12.html
5,13,5.13,"When the embodied living being controls his nature and mentally renounces all actions, he resides happily in the city of nine gates [the material body], neither working nor causing work to be done.",https://asitis.com/5/13.html
5,14,5.14,"The embodied spirit, master of the city of his body, does not create activities, nor does he induce people to act, nor does he create the fruits of action. All this is enacted by the modes of material nature.",https://asitis.com/5/14.html
5,15,5.15,"Nor does the Supreme Spirit assume anyone's sinful or pious activities. Embodied beings, however, are bewildered because of the ignorance which covers their real knowledge.",https://asitis.com/5/15.html
5,16,5.16,"When, however, one is enlightened with the knowledge by which nescience is destroyed, then his knowledge reveals everything, as the sun lights up everything in the daytime.",https://asitis.com/5/16.html
5,17,5.17,"When one's intelligence, mind, faith and refuge are all fixed in the Supreme, then one becomes fully cleansed of misgivings through complete knowledge and thus proceeds straight on the path of liberation.",https://asitis.com/5/17.html
5,18,5.18,"The humble sage, by virtue of true knowledge, sees with equal vision a learned and gentle brahmana, a cow, an elephant, a dog and a dog-eater [outcaste] .",https://asitis.com/5/18.html
5,19,5.19,"Those whose minds are established in sameness and equanimity have already conquered the conditions of birth and death. They are flawless like Brahman, and thus they are already situated in Brahman.",https://asitis.com/5/19.html
5,20,5.2,"A person who neither rejoices upon achieving something pleasant nor laments upon obtaining something unpleasant, who is self-intelligent, unbewildered, and who knows the science of God, is to be understood as already situated in Transcendence.",https://asitis.com/5/20.html
5,21,5.21,"Such a liberated person is not attracted to material sense pleasure or external objects but is always in trance, enjoying the pleasure within. In this way the self-realized person enjoys unlimited happiness, for he concentrates on the Supreme.",https://asitis.com/5/21.html
5,22,5.22,"An intelligent person does not take part in the sources of misery, which are due to contact with the material senses. O son of Kunti, such pleasures have a beginning and an end, and so the wise man does not delight in them.",https://asitis.com/5/22.html
5,23,5.23,"Before giving up this present body, if one is able to tolerate the urges of the material senses and check the force of desire and anger, he is a yogi and is happy in this world.",https://asitis.com/5/23.html
5,24,5.24,"One whose happiness is within, who is active within, who rejoices within and is illumined within, is actually the perfect mystic. He is liberated in the Supreme, and ultimately he attains the Supreme.",https://asitis.com/5/24.html
5,25,5.25,"One who is beyond duality and doubt, whose mind is engaged within, who is always busy working for the welfare of all sentient beings, and who is free from all sins, achieves liberation in the Supreme.",https://asitis.com/5/25.html
5,26,5.26,"Those who are free from anger and all material desires, who are self-realized, self-disciplined and constantly endeavoring for perfection, are assured of liberation in the Supreme in the very near future.",https://asitis.com/5/26.html
5,27-28,5.27-28,"Shutting out all external sense objects, keeping the eyes and vision concentrated between the two eyebrows, suspending the inward and outward breaths within the nostrils—thus controlling the mind, senses and intelligence, the tranecendentalist becomes free from desire, fear and anger. One who is always in this state is certainly liberated.",https://asitis.com/5/27-28.html
5,29,5.29,"The sages, knowing Me as the ultimate purpose of all sacrifices and austerities, the Supreme Lord of all planets and demigods and the benefactor and well-wisher of all living entities, attain peace from the pangs of material miseries.",https://asitis.com/5/29.html
6,1,6.1,"The Blessed Lord said: One who is unattached to the fruits of his work and who works as he is obligated is in the renounced order of life, and he is the true mystic: not he who lights no fire and performs no work.",https://asitis.com/6/1.html
6,2,6.2,"What is called renunciation is the same as yoga, or linking oneself with the Supreme, for no one can become a yogi unless he renounces the desire for sense gratification.",https://asitis.com/6/2.html
6,3,6.3,"For one who is a neophyte in the eightfold yoga system, work is said to be the means; and for one who has already attained to yoga, cessation of all material activities is said to be the means.",https://asitis.com/6/3.html
6,4,6.4,"A person is said to have attained to yoga when, having renounced all material desires, he neither acts for sense gratification nor engages in fruitive activities.",https://asitis.com/6/4.html
6,5,6.5,"A man must elevate himself by his own mind, not degrade himself. The mind is the friend of the conditioned soul, and his enemy as well.",https://asitis.com/6/5.html
6,6,6.6,"For him who has conquered the mind, the mind is the best of friends; but for one who has failed to do so, his very mind will be the greatest enemy.",https://asitis.com/6/6.html
6,7,6.7,"For one who has conquered the mind, the Supersoul is already reached, for he has attained tranquility. To such a man happiness and distress, heat and cold, honor and dishonor are all the same.",https://asitis.com/6/7.html
6,8,6.8,"A person is said to be established in self-realization and is called a yogi [or mystic] when he is fully satisfied by virtue of acquired knowledge and realization. Such a person is situated in transcendence and is self-controlled. He sees everything—whether it be pebbles, stones or gold—as the same.",https://asitis.com/6/8.html
6,9,6.9,"A person is said to be still further advanced when he regards all—the honest well-wisher, friends and enemies, the envious, the pious, the sinner and those who are indifferent and impartial—with an equal mind.",https://asitis.com/6/9.html
6,10,6.1,A transcendentalist should always try to concentrate his mind on the Supreme Self; he should live alone in a secluded place and should always carefully control his mind. He should be free from desires and feelings of possessiveness.,https://asitis.com/6/10.html
6,44541,6.11-12,"To practice yoga, one should go to a secluded place and should lay kusa-grass on the ground and then cover it with a deerskin and a soft cloth. The seat should neither be too high nor too low and should be situated in a sacred place. The yogi should then sit on it very firmly and should practice yoga by controlling the mind and the senses, purifying the heart and fixing the mind on one point.",https://asitis.com/6/11-12.html
6,13-14,6.13-14,"One should hold one's body, neck and head erect in a straight line and stare steadily at the tip of the nose. Thus with an unagitated, subdued mind, devoid of fear, completely free from sex life, one should meditate upon Me within the heart and make Me the ultimate goal of life.",https://asitis.com/6/13-14.html
6,15,6.15,"Thus practicing control of the body, mind and activities, the mystic transcendentalist attains to the kingdom of God [or the abode of Krsna] by cessation of material existence.",https://asitis.com/6/15.html
6,16,6.16,"There is no possibility of one's becoming a yogi, O Arjuna, if one eats too much, or eats too little, sleeps too much or does not sleep enough.",https://asitis.com/6/16.html
6,17,6.17,"He who is temperate in his habits of eating, sleeping, working and recreation can mitigate all material pains by practicing the yoga system.",https://asitis.com/6/17.html
6,18,6.18,"When the yogi, by practice of yoga, disciplines his mental activities and becomes situated in Transcendence—devoid of all material desires—he is said to have attained yoga.",https://asitis.com/6/18.html
6,19,6.19,"As a lamp in a windless place does not waver, so the transcendentalist, whose mind is controlled, remains always steady in his meditation on the transcendent Self.",https://asitis.com/6/19.html
6,20-23,6.20-23,"The stage of perfection is called trance, or samadhi, when one's mind is completely restrained from material mental activities by practice of yoga. This is characterized by one's ability to see the self by the pure mind and to relish and rejoice in the self. In that joyous state, one is situated in boundless transcendental happiness and enjoys himself through transcendental senses. Established thus, one never departs from the truth, and upon gaining this he thinks there is no greater gain. Being situated in such a position, one is never shaken, even in the midst of greatest difficulty. This indeed is actual freedom from all miseries arising from material contact.",https://asitis.com/6/20-23.html
6,24,6.24,"One should engage oneself in the practice of yoga with undeviating determination and faith. One should abandon, without exception, all material desires born of false ego and thus control all the senses on all sides by the mind.",https://asitis.com/6/24.html
6,25,6.25,"Gradually, step by step, with full conviction, one should become situated in trance by means of intelligence, and thus the mind should be fixed on the Self alone and should think of nothing else.",https://asitis.com/6/25.html
6,26,6.26,"From whatever and wherever the mind wanders due to its flickering and unsteady nature, one must certainly withdraw it and bring it back under the control of the Self.",https://asitis.com/6/26.html
6,27,6.27,"The yogi whose mind is fixed on Me verily attains the highest happiness. By virtue of his identity with Brahman, he is liberated; his mind is peaceful, his passions are quieted, and he is freed from sin.",https://asitis.com/6/27.html
6,28,6.28,"Steady in the Self, being freed from all material contamination, the yogi achieves the highest perfectional stage of happiness in touch with the Supreme Consciousness.",https://asitis.com/6/28.html
6,29,6.29,"A true yogi observes Me in all beings, and also sees every being in Me. Indeed, the self-realized man sees Me everywhere.",https://asitis.com/6/29.html
6,30,6.3,"For one who sees Me everywhere and sees everything in Me, I am never lost, nor is he ever lost to Me.",https://asitis.com/6/30.html
6,31,6.31,The yogi who knows that I and the Supersoul within all creatures are one worships Me and remains always in Me in all circumstances.,https://asitis.com/6/31.html
6,32,6.32,"He is a perfect yogi who, by comparison to his own self, sees the true equality of all beings, both in their happiness and distress, O Arjuna!",https://asitis.com/6/32.html
6,33,6.33,"Arjuna said: O Madhusudana, the system of yoga which you have summarized appears impractical and unendurable to me, for the mind is restless and unsteady.",https://asitis.com/6/33.html
6,34,6.34,"For the mind is restless, turbulent, obstinate and very strong, O Krsna, and to subdue it is, it seems to me, more difficult than controlling the wind.",https://asitis.com/6/34.html
6,35,6.35,"The Blessed Lord said: O mighty-armed son of Kunti, it is undoubtedly very difficult to curb the restless mind, but it is possible by constant practice and by detachment.",https://asitis.com/6/35.html
6,36,6.36,"For one whose mind is unbridled, self-realization is difficult work. But he whose mind is controlled and who strives by right means is assured of success. That is My opinion.",https://asitis.com/6/36.html
6,37,6.37,"Arjuna said: What is the destination of the man of faith who does not persevere, who in the beginning takes to the process of self-realization but who later desists due to worldly-mindedness and thus does not attain perfection in mysticism?",https://asitis.com/6/37.html
6,38,6.38,"O mighty-armed Krsna, does not such a man, being deviated from the path of Transcendence, perish like a riven cloud, with no position in any sphere?",https://asitis.com/6/38.html
6,39,6.39,"This is my doubt O Krsna, and I ask You to dispel it completely. But for Yourself, no one is to be found who can destroy this doubt.",https://asitis.com/6/39.html
6,40,6.4,"The Blessed Lord said: Son of Prtha, a transcendentalist engaged in auspicious activities does not meet with destruction either in this world or in the spiritual world; one who does good, My friend, is never overcome by evil.",https://asitis.com/6/40.html
6,41,6.41,"The unsuccessful yogi, after many, many years of enjoyment on the planets of the pious living entities, is born into a family of righteous people, or into a family of rich aristocracy.",https://asitis.com/6/41.html
6,42,6.42,"Or he takes his birth in a family of transcendentalists who are surely great in wisdom. Verily, such a birth is rare in this world.",https://asitis.com/6/42.html
6,43,6.43,"On taking such a birth, he again revives the divine consciousness of his previous life, and he tries to make further progress in order to achieve complete success, O son of Kuru.",https://asitis.com/6/43.html
6,44,6.44,"By virtue of the divine consciousness of his previous life, he automatically becomes attracted to the yogic principles—even without seeking them. Such an inquisitive transcendentalist, striving for yoga, stands always above the ritualistic principles of the scriptures.",https://asitis.com/6/44.html
6,45,6.45,"But when the yogi engages himself with sincere endeavor in making further progress, being washed of all contaminations, then ultimately, after many, many births of practice, he attains the supreme goal.",https://asitis.com/6/45.html
6,46,6.46,"A yogi is greater than the ascetic, greater than the empiricist and greater than the fruitive worker. Therefore, O Arjuna, in all circumstances, be a yogi.",https://asitis.com/6/46.html
6,47,6.47,"And of all yogis, he who always abides in Me with great faith, worshiping Me in transcendental loving service, is most intimately united with Me in yoga and is the highest of all.",https://asitis.com/6/47.html
7,1,7.1,"Now hear, O son of Prtha [Arjuna], how by practicing yoga in full consciousness of Me, with mind attached to Me, you can know Me in full, free from doubt.",https://asitis.com/7/1.html
7,2,7.2,"I shall now declare unto you in full this knowledge both phenomenal and noumenal, by knowing which there shall remain nothing further to be known.",https://asitis.com/7/2.html
7,3,7.3,"Out of many thousands among men, one may endeavor for perfection, and of those who have achieved perfection, hardly one knows Me in truth.",https://asitis.com/7/3.html
7,4,7.4,"Earth, water, fire, air, ether, mind, intelligence and false ego—altogether these eight comprise My separated material energies.",https://asitis.com/7/4.html
7,5,7.5,"Besides this inferior nature, O mighty-armed Arjuna, there is a superior energy of Mine, which are all living entities who are struggling with material nature and are sustaining the universe.",https://asitis.com/7/5.html
7,6,7.6,"Of all that is material and all that is spiritual in this world, know for certain that I am both its origin and dissolution.",https://asitis.com/7/6.html
7,7,7.7,"O conquerer of wealth [Arjuna], there is no Truth superior to Me. Everything rests upon Me, as pearls are strung on a thread.",https://asitis.com/7/7.html
7,8,7.8,"O son of Kunti [Arjuna], I am the taste of water, the light of the sun and the moon, the syllable om in the Vedic mantras; I am the sound in ether and ability in man.",https://asitis.com/7/8.html
7,9,7.9,"I am the original fragrance of the earth, and I am the heat in fire. I am the life of all that lives, and I am the penances of all ascetics.",https://asitis.com/7/9.html
7,10,7.1,"O son of Prtha, know that I am the original seed of all existences, the intelligence of the intelligent, and the prowess of all powerful men.",https://asitis.com/7/10.html
7,11,7.11,"I am the strength of the strong, devoid of passion and desire. I am sex life which is not contrary to religious principles, O Lord of the Bharatas [Arjuna].",https://asitis.com/7/11.html
7,12,7.12,"All states of being—be they of goodness, passion or ignorance—are manifested by My energy. I am, in one sense, everything—but I am independant. I am not under the modes of this material nature.",https://asitis.com/7/12.html
7,13,7.13,"Deluded by the three modes [goodness, passion and ignorance], the whole world does not know Me who am above the modes and inexhaustible.",https://asitis.com/7/13.html
7,14,7.14,"This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me can easily cross beyond it.",https://asitis.com/7/14.html
7,15,7.15,"Those miscreants who are grossly foolish, lowest among mankind, whose knowledge is stolen by illusion, and who partake of the atheistic nature of demons, do not surrender unto Me.",https://asitis.com/7/15.html
7,16,7.16,"O best among the Bharatas [Arjuna], four kinds of pious men render devotional service unto Me—the distressed, the desirer of wealth, the inquisitive, and he who is searching for knowledge of the Absolute.",https://asitis.com/7/16.html
7,17,7.17,"Of these, the wise one who is in full knowledge in union with Me through pure devotional service is the best. For I am very dear to him, and he is dear to Me.",https://asitis.com/7/17.html
7,18,7.18,"All these devotees are undoubtedly magnanimous souls, but he who is situated in knowledge of Me I consider verily to dwell in Me. Being engaged in My transcendental service, he attains Me.",https://asitis.com/7/18.html
7,19,7.19,"After many births and deaths, he who is actually in knowledge surrenders unto Me, knowing Me to be the cause of all causes and all that is. Such a great soul is very rare.",https://asitis.com/7/19.html
7,20,7.2,Those whose minds are distorted by material desires surrender unto demigods and follow the particular rules and regulations of worship according to their own natures.,https://asitis.com/7/20.html
7,21,7.21,"I am in everyone's heart as the Supersoul. As soon as one desires to worship the demigods, I make his faith steady so that he can devote himself to some particular deity.",https://asitis.com/7/21.html
7,22,7.22,"Endowed with such a faith, he seeks favors of a particular demigod and obtains his desires. But in actuality these benefits are bestowed by Me alone.",https://asitis.com/7/22.html
7,23,7.23,"Men of small intelligence worship the demigods, and their fruits are limited and temporary. Those who worship the demigods go to the planets of the demigods, but My devotees ultimately reach My supreme planet.",https://asitis.com/7/23.html
7,24,7.24,"Unintelligent men, who know Me not, think that I have assumed this form and personality. Due to their small knowledge, they do not know My higher nature, which is changeless and supreme.",https://asitis.com/7/24.html
7,25,7.25,"I am never manifest to the foolish and unintelligent. For them I am covered by My eternal creative potency [yoga-maya]; and so the deluded world knows Me not, who am unborn and infallible.",https://asitis.com/7/25.html
7,26,7.26,"O Arjuna, as the Supreme Personality of Godhead, I know everything that has happened in the past, all that is happening in the present, and all things that are yet to come. I also know all living entities; but Me no one knows.",https://asitis.com/7/26.html
7,27,7.27,"O scion of Bharata [Arjuna], O conquerer of the foe, all living entities are born into delusion, overcome by the dualities of desire and hate.",https://asitis.com/7/27.html
7,28,7.28,"Persons who have acted piously in previous lives and in this life, whose sinful actions are completely eradicated and who are freed from the duality of delusion, engage themselves in My service with determination.",https://asitis.com/7/28.html
7,29,7.29,Intelligent persons who are endeavoring for liberation from old age and death take refuge in Me in devotional service. They are actually Brahman because they entirely know everything about transcendental and fruitive activities.,https://asitis.com/7/29.html
7,30,7.3,"Those who know Me as the Supreme Lord, as the governing principle of the material manifestation, who know Me as the one underlying all the demigods and as the one sustaining all sacrifices, can, with steadfast mind, understand and know Me even at the time of death.",https://asitis.com/7/30.html
8,1,8.1,"Arjuna inquired: O my Lord, O Supreme Person, what is Brahman? What is the self? What are fruitive activities? What is this material manifestation? And what are the demigods? Please explain this to me.",https://asitis.com/8/1.html
8,2,8.2,"How does this Lord of sacrifice live in the body, and in which part does He live, O Madhusudana? And how can those engaged in devotional service know You at the time of death?",https://asitis.com/8/2.html
8,3,8.3,"The Supreme Lord said, The indestructible, transcendental living entity is called Brahman, and his eternal nature is called the self. Action pertaining to the development of these material bodies is called karma, or fruitive activities.",https://asitis.com/8/3.html
8,4,8.4,"Physical nature is known to be endlessly mutable. The universe is the cosmic form of the Supreme Lord, and I am that Lord represented as the Supersoul, dwelling in the heart of every embodied being.",https://asitis.com/8/4.html
8,5,8.5,"And whoever, at the time of death, quits his body, remembering Me alone, at once attains My nature. Of this there is no doubt.",https://asitis.com/8/5.html
8,6,8.6,"Whatever state of being one remembers when he quits his body, that state he will attain without fail.",https://asitis.com/8/6.html
8,7,8.7,"Therefore, Arjuna, you should always think of Me in the form of Krsna and at the same time carry out your prescribed duty of fighting. With your activities dedicated to Me and your mind and intelligence fixed on Me, you will attain Me without doubt.",https://asitis.com/8/7.html
8,8,8.8,"He who meditates on the Supreme Personality of Godhead, his mind constantly engaged in remembering Me, undeviated from the path, he, O Partha [Arjuna], is sure to reach Me.",https://asitis.com/8/8.html
8,9,8.9,"One should meditate upon the Supreme Person as the one who knows everything, as He who is the oldest, who is the controller, who is smaller than the smallest, who is the maintainer of everything, who is beyond all material conception, who is inconceivable, and who is always a person. He is luminous like the sun and, being transcendental, is beyond this material nature.",https://asitis.com/8/9.html
8,10,8.1,"One who, at the time of death, fixes his life air between the eyebrows and in full devotion engages himself in remembering the Supreme Lord, will certainly attain to the Supreme Personality of Godhead.",https://asitis.com/8/10.html
8,11,8.11,"Persons learned in the Vedas, who utter omkara and who are great sages in the renounced order, enter into Brahman. Desiring such perfection, one practices celibacy. I shall now explain to you this process by which one may attain salvation.",https://asitis.com/8/11.html
8,12,8.12,"The yogic situation is that of detachment from all sensual engagements. Closing all the doors of the senses and fixing the mind on the heart and the life air at the top of the head, one establishes himself in yoga.",https://asitis.com/8/12.html
8,13,8.13,"After being situated in this yoga practice and vibrating the sacred syllable om, the supreme combination of letters, if one thinks of the Supreme Personality of Godhead and quits his body, he will certainly reach the spiritual planets.",https://asitis.com/8/13.html
8,14,8.14,"For one who remembers Me without deviation, I am easy to obtain, O son of Prtha, because of his constant engagement in devotional service.",https://asitis.com/8/14.html
8,15,8.15,"After attaining Me, the great souls, who are yogis in devotion, never return to this temporary world, which is full of miseries, because they have attained the highest perfection.",https://asitis.com/8/15.html
8,16,8.16,"From the highest planet in the material world down to the lowest, all are places of misery wherein repeated birth and death take place. But one who attains to My abode, O son of Kunti, never takes birth again.",https://asitis.com/8/16.html
8,17,8.17,"By human calculation, a thousand ages taken together is the duration of Brahma's one day. And such also is the duration of his night.",https://asitis.com/8/17.html
8,18,8.18,"When Brahma's day is manifest, this multitude of living entities comes into being, and at the arrival of Brahma's night they are all annihilated.",https://asitis.com/8/18.html
8,19,8.19,"Again and again the day comes, and this host of beings is active; and again the night falls, O Partha, and they are helplessly dissolved.",https://asitis.com/8/19.html
8,20,8.2,"Yet there is another nature, which is eternal and is transcendental to this manifested and unmanifested matter. It is supreme and is never annihilated. When all in this world is annihilated, that part remains as it is.",https://asitis.com/8/20.html
8,21,8.21,"That supreme abode is called unmanifested and infallible, and it is the supreme destination. When one goes there, he never comes back. That is My supreme abode.",https://asitis.com/8/21.html
8,22,8.22,"The Supreme Personality of Godhead, who is greater than all, is attainable by unalloyed devotion. Although He is present in His abode, He is all-pervading, and everything is situated within Him.",https://asitis.com/8/22.html
8,23,8.23,"O best of the Bharatas, I shall now explain to you the different times at which, passing away from this world, one does or does not come back.",https://asitis.com/8/23.html
8,24,8.24,"Those who know the Supreme Brahman pass away from the world during the influence of the fiery god, in the light, at an auspicious moment, during the fortnight of the moon and the six months when the sun travels in the north.",https://asitis.com/8/24.html
8,25,8.25,"The mystic who passes away from this world during the smoke, the night, the moonlight fortnight, or in the six months when the sun passes to the south, or who reaches the moon planet, again comes back.",https://asitis.com/8/25.html
8,26,8.26,"According to the Vedas, there are two ways of passing from this world—one in light and one in darkness. When one passes in light, he does not come back; but when one passes in darkness, he returns.",https://asitis.com/8/26.html
8,27,8.27,"The devotees who know these two paths, O Arjuna, are never bewildered. Therefore be always fixed in devotion.",https://asitis.com/8/27.html
8,28,8.28,"A person who accepts the path of devotional service is not bereft of the results derived from studying the Vedas, performing austere sacrifices, giving charity or pursuing philosophical and fruitive activities. At the end he reaches the supreme abode.",https://asitis.com/8/28.html
9,1,9.1,"The Supreme Lord said: My dear Arjuna, because you are never envious of Me, I shall impart to you this most secret wisdom, knowing which you shall be relieved of the miseries of material existence.",https://asitis.com/9/1.html
9,2,9.2,"This knowledge is the king of education, the most secret of all secrets. It is the purest knowledge, and because it gives direct perception of the self by realization, it is the perfection of religion. It is everlasting, and it is joyfully performed.",https://asitis.com/9/2.html
9,3,9.3,"Those who are not faithful on the path of devotional service cannot attain Me, O conqueror of foes, but return to birth and death in this material world.",https://asitis.com/9/3.html
9,4,9.4,"By Me, in My unmanifested form, this entire universe is pervaded. All beings are in Me, but I am not in them.",https://asitis.com/9/4.html
9,5,9.5,"And yet everything that is created does not rest in Me. Behold My mystic opulence! Although I am the maintainer of all living entities, and although I am everywhere, still My Self is the very source of creation.",https://asitis.com/9/5.html
9,6,9.6,"As the mighty wind, blowing everywhere, always rests in ethereal space know that in the same manner all beings rest in Me.",https://asitis.com/9/6.html
9,7,9.7,"O son of Kunti, at the end of the millennium every material manifestation enters into My nature, and at the beginning of another millennium, by My potency I again create.",https://asitis.com/9/7.html
9,8,9.8,"The whole cosmic order is under Me. By My will it is manifested again and again, and by My will it is annihilated at the end.",https://asitis.com/9/8.html
9,9,9.9,"O Dhananjaya, all this work cannot bind Me. I am ever detached, seated as though neutral.",https://asitis.com/9/9.html
9,10,9.1,"This material nature is working under My direction, O son of Kunti, and it is producing all moving and unmoving beings. By its rule this manifestation is created and annihilated again and again.",https://asitis.com/9/10.html
9,11,9.11,Fools deride Me when I descend in the human form. They do not know My transcendental nature and My supreme dominion over all that be.,https://asitis.com/9/11.html
9,12,9.12,"Those who are thus bewildered are attracted by demonic and atheistic views. In that deluded condition, their hopes for liberation, their fruitive activities, and their culture of knowledge are all defeated.",https://asitis.com/9/12.html
9,13,9.13,"O son of Prtha, those who are not deluded, the great souls, are under the protection of the divine nature. They are fully engaged in devotional service because they know Me as the Supreme Personality of Godhead, original and inexhaustible.",https://asitis.com/9/13.html
9,14,9.14,"Always chanting My glories, endeavoring with great determination, bowing down before Me, these great souls perpetually worship Me with devotion.",https://asitis.com/9/14.html
